SMILE,label
C/C=C/C(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1C,1
Cc1nccn1[C@H](C)c1ccccc1,1
Cc1c(F)c(N2CCN[C@@H](C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,0
Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2,1
ClC(Cl)=C(Cl)Cl,1
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,1
CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1N,1
OC(c1ccccc1)(c1ccccc1)[C@H]1CCCCN1,1
O=C1CC[C@@]2(CCC(=O)c3ccccc32)C(=O)N1,1
CC(C)(C(=O)O)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0
O=c1[nH]c2cc(Cl)ccc2o1,1
CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,1
CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,1
CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,0
COc1ccccc1OCC(O)COC(N)=O,1
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,1
OCc1ccccc1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21,1
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0
OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,0
NNCC1CCCCC1,1
CS(=O)(=O)c1ccc([C@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,1
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,0
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,1
C[C@@H]1O[C@H]1P(=O)(O)O,1
C=CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,1
CCCCCO,1
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1,0
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@H]3CCC[C@@H]43)CC2)c1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,1
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,1
C/C=C/C/C=C/CCC(=O)C1OC1C(N)=O,0
C[C@@H](Oc1ccccc1)C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,0
NS(=O)(=O)Cc1noc2ccccc12,1
CN(C)CCO[C@@]1(Cc2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,1
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,0
C[N+]1([O-])[C@H]2CC[C@@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,1
CCOC(=O)n1ccn(C)c1=S,0
NCCCN1c2ccccc2CCc2ccccc21,1
OC1CNCc2ccccc21,1
O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,1
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,1
CCC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1
CCN1CCN(C(=O)N[C@H](C(=O)N[C@H]2C(=O)N3[C@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,0
CN(C(=O)Cc1ccccc1N)[C@@H](CN1CC[C@H](O)C1)c1ccccc1,0
CC(=O)NO,0
CO/N=C(/C(=O)NC1C(=O)N(OCC(=O)O)C1C)c1csc(N)n1,0
CC(C)NNC(=O)c1ccncc1,1
COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccc(O)cc4)NC3(C)C)C2SC1(C)C,0
C[C@@H](Oc1cccc2ccccc12)C(N)=NO,1
CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,1
COc1ccc([C@@H]2[C@@H](S(=O)(=O)c3ccccc3)[C@@]2(N)CN)cc1,0
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,1
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,1
Nc1nc(/C(=C\CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@@H]23)cs1,0
CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,0
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,1
C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1,1
CN1CCN(c2cc3c(nn2)Oc2ccccc2N3C)CC1,1
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,1
CCCCC/C(=N/OCCN)c1ccc(C)c(N)c1,1
CCCC[C@H](CC)CNC(=O)C[C@H](C)O,1
CCCCOCCOC(=O)COc1ccc(Cl)cc1C,1
CC([C@H](C)OC(N)=O)[C@H](C)OC(N)=O,1
CCC[C@]1(c2cccc(O)c2)CCN(C)C[C@@H]1C,1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,1
Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0
CCCCCn1ccc(=O)c(O)c1C,1
COC(F)(F)C(Cl)Cl,1
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,0
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(Cl)[C@@H](Cl)CC3(C)[C@]2(C(=O)CF)O1,1
CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,0
CNC[C@@H](O)CC12CCC(c3ccccc31)c1ccccc12,1
CC(=O)Nc1c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c(I)c(N(C)C(C)=O)c1I,0
CN1[C@H]2CC[C@H]1[C@@H](CC(=O)O)[C@@H](OC(=O)c1ccccc1)C2,0
Clc1ccc(C2C3CCC(C3)C23CCC(N2CCOCC2)=N3)cc1,1
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,1
CC(C)NC[C@@H](O)c1ccc(O)c(O)c1,0
C[N+]1(C)CCCC(OC(=O)[C+](O)(c2ccccc2)c2ccccc2)C1,0
CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0
N[C@H]1CCC[C@H]1c1ccccc1,1
CCCNC(Cc1cccc2c1CC(=O)N2)NCCC,1
CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,0
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCNCC1,1
C#C[C@](C)(O)CC,1
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,1
O=C(COCCOCCOCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0
FC(F)(Cl)C(F)(F)Cl,1
CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,1
CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)c3ccc(O)cc3)[C@H]2SC1,0
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,0
CN1CCC[C@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,1
O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,1
C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21,1
C=CC[C@@H](N)Cc1ccccc1,1
C[C@H]1[C@@H](c2ccccc2)OCCN1C,1
CCN(CC)c1nc2c(s1)c1c(O)c3c(O)c(C)c4c(c32)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(=O)N1)O4,0
O=C(O)c1ccccc1Oc1ccccc1,1
Cc1nnc2n1C1CCC(Cl)CC1C(c1ccccc1Cl)=NC2,1
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1
COc1ccc2c(c1)CN(C)C[C@H]2c1ccc(Cl)c(Cl)c1,1
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,0
COCc1c(C(=O)OC(C)C)ncc2[nH]c3cccc(Oc4ccc(Cl)cc4)c3c12,1
C[C@H](Oc1cccc2ccccc12)/C(N)=N\O,1
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0
O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1
O=c1[nH]c2cc(Cl)c(Cl)c([N+](=O)[O-])c2[nH]c1=O,1
CN(C)C(=O)C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,1
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,1
CCNC(=O)/C=C/c1cccc(Br)c1,1
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,1
O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,0
Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,0
COC(F)(F)C(F)Br,1
Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0
CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,1
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,0
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,1
CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,0
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,1
CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,0
C[C@H]1CC[C@H](C)[C@@H](C)C1,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,1
CC1(C)O[C@@H]2C[C@H]3C4CCC5CC(=O)CCC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,1
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,0
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CC[C@@H](O)C1,0
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,1
CC(C)C(O)C1CCCCC1,1
OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,1
CN1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,1
COc1ccc(OC[C@H]2CN(C)CCC2c2ccccc2)cc1,1
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
COc1ccc2c(c1)N(C[C@@H](C)CN(C)C)c1ccccc1S2,1
CC1C/C=C\C=C\C=C/C=C\C(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3/C=C\C(=O)O1)CC(O)C2C(=O)O,0
C1CO1,1
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,0
CCc1nc(C2CC2)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,0
CCCc1ccc(Cl)cc1,0
Cc1nc2n(c(=O)c1CCN1CCC(c3coc4cc(F)ccc34)CC1)CCCC2,1
CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,1
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,1
NCC(CP(=O)(O)O)c1ccc(Cl)cc1,1
CCC[C@@H]1C[C@@H](C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,0
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,1
COc1cc2oc(C)nc2cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,1
CO/N=C(\C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,0
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O,0
OC1CCN(c2ccc(-c3ccc(Cl)cc3Cl)nn2)CC1,1
COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,1
CCCc1cc(=O)[nH]c(=S)[nH]1,0
OC1OC(COCCOC(O)C(Cl)(Cl)Cl)C(OC2OC(COCCOCCOC(O)C(Cl)(Cl)Cl)CC(OC(O)C(Cl)(Cl)Cl)C2O)C(OCCOCCOC(O)C(Cl)(Cl)Cl)C1O,1
CC[C@@H](CO)NCCN[C@H](CC)CO,1
CC1CCCCC1(c1cccs1)N1CCCCC1,1
OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0
O=C(Nc1ccc2c(=O)cc(-c3nn[nH]n3)oc2c1)c1ccc(OCCCCc2ccccc2)cc1,0
CCCCC(C)C,1
CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@H](O)CN)OC[C@@]1(C)O,0
Cc1ccc(=O)n(-c2ccccc2)c1,0
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,0
CC=CC1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)C1CCC4=CC(=O)CCC4(C)C1C(O)CC23C,1
C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CCl,1
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1
CC12C=CC(=O)C=C1C(Cl)CC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,1
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0
O=C(O)CCCCCCCC(=O)O,0
CN(C)CCN1C(=O)C[C@@H](c2ccccc2)Sc2ccccc21,1
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,0
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,1
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0
O=C1NC(=NC2CC2)OC1c1ccccc1,1
CNCCC(O)C1CC(SC2=C(C(=O)O)N3C(=O)C(C(C)O)C3C2C)CN1,0
c1ccc(-c2cc(CCC3CCNCC3)c3ccccc3n2)cc1,1
COC(=O)C(c1ccccc1)C1CCCCN1,1
CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1,1
OC[C@H]1OC(OC2=C(c3ccc(O)c(O)c3)OC3C=C(O)C=C(O)C3=C2)[C@H](O)[C@@H](O)[C@@H]1O,1
C[C@@H]1C[C@H](OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1,1
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,1
OCCOCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,1
CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,0
N[C@H]1C[C@H]1c1ccccc1,1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,1
C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1
CN1CCC[C@@H](c2nc3ccccc3n2Cc2ccc(F)cc2)C1,1
COc1ccc(N(c2nc(C)c(C)s2)S(C)(=O)=O)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,1
NC(=O)C[C@H](c1ccc(O)cc1)c1oc(CN2CCOCC2)cc(=O)c1O,0
CC(C)Nc1cccnc1N1CCNCC1,1
CN(C)CCC1(C)OCCC2=C1Cc1ccccc12,1
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@]4(C)[C@H]3CC[C@@]21C,1
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,0
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,1
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,0
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,1
C[C@H](Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21,1
C[C@H]1CO[C@@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1
NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@@H](c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1,0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0
CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)CC[C@@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,1
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,1
O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
C[C@@H](CCc1ccccc1)N[C@@H](C)[C@@H](O)c1ccc(O)cc1,0
Fc1ccccc1C1=NCCN(CC(F)(F)F)c2ccc(Cl)cc21,1
CN(C)CCCN1c2ccccc2Cc2ccccc21,1
CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,1
CN(C(=O)C(c1ccccc1)c1ccccc1)[C@@H](CN1CC[C@H](O)C1)c1ccccc1,1
CCN=C1NC(=O)C(c2ccccc2)O1,1
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1
CC(C)(C)c1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,1
CN1[C@H]2CC[C@@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,1
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1
O=C1NC(=O)[C@@]2(c3ccc(Cl)cc3)C[C@@H]12,1
CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O,1
CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0
CN1c2ccc(Cl)cc2C(c2ccccc2Cl)=NC[C@@H]1CO,1
C=CC,1
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0
CO[C@H]1CN(CC2Cc3ccc(NC(=O)C(C)C)cc3C2)CCC1n1c(C)nc2cc(C)ccc21,0
O=C(NCCCCN1CCC(Nc2cccc(C(F)(F)F)c2)CC1)c1ccc(Br)cc1,1
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,1
CCN1CCC[C@H]1CNC(=O)c1cc(C(C)=O)ccc1OC,1
CCC(=O)OC1(C(=O)SCCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,1
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1
COc1ccc2c(c1)[C@@H](CC(=O)O)[C@H](C)N2C(=O)c1ccc(Cl)cc1,0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
O[C@H](CN1CCCCC1)c1cc(-c2ccccc2)on1,1
CC[C@]1(O)CCN2CCc3ccc(C)cc3[C@@H]2C1,1
NCc1ccccc1Sc1ccccc1CO,1
COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,0
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1
CC1=Nc2ccccc2C[C@@H](c2ccccc2)N1C,1
Cc1ncc(CO)c(C=O)c1O,0
CC(C)Cn1cnc2c(N)nc3ccccc3c21,0
C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1,1
O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,0
Cc1csc(N=C(N)N)n1,1
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,1
CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,1
CSC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2C3=CC=CC4NC=CC(=C34)CC21,0
C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,1
Cc1cc(C(=O)NNCc2ccccc2)no1,1
CCS(=O)(=O)c1ccc(F)cc1,1
CN1CCN(CC(=O)C2(O)CCC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC32C)CC1,1
COc1ccc2c3c1O[C@H]1C[C@H](O)C=CC31CCN(C)C2,1
COc1ccc([C@H]2[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@]2(C#N)CO)cc1,0
COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,1
CN(CCN(C)CNC(=O)C1=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]2[C@H](N(C)C)C1=O)CNC(=O)C1=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]2[C@H](N(C)C)C1=O,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@@H]2SC1,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)C[S+]([O-])[C@H]12)c1csc(N)n1,0
CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,0
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,1
